Player,Tm,Year,G,MP,PER,BPM,VORP
Rudy Gobert,MIN,2024,15,512,16.2,1.1,0.4
Aaron Gordon,DEN,2024,12,445,18.2,4.5,0.7
Eric Gordon,PHO,2024,4,118,7.6,-2.3,0.0
A.J. Green,MIL,2024,6,67,4.4,-9.5,-0.1
Josh Green,DAL,2024,22,399,12.0,2.4,0.4
Rui Hachimura,LAL,2024,5,152,5.8,-5.6,-0.1
Tyrese Haliburton,IND,2024,15,522,22.0,6.2,1.1
Tim Hardaway Jr.,DAL,2024,14,178,9.1,-1.7,0.0
James Harden,LAC,2024,6,242,20.5,7.7,0.6
Jaden Hardy,DAL,2024,19,129,16.1,1.0,0.1
Gary Harris,ORL,2024,6,159,4.9,-2.0,0.0
Tobias Harris,PHI,2024,6,218,9.0,-2.9,-0.1
Josh Hart,NYK,2024,13,548,14.1,0.9,0.4
Isaiah Hartenstein,NYK,2024,13,388,16.4,1.3,0.3
Sam Hauser,BOS,2024,19,283,12.1,1.1,0.2
Jordan Hawkins,NOP,2024,3,12,-12.4,-20.2,-0.1
Jaxson Hayes,LAL,2024,4,24,0.0,-12.3,-0.1
Gordon Hayward,OKC,2024,7,46,5.0,-1.9,0.0
Tyler Herro,MIA,2024,5,185,10.2,-1.4,0.0
Buddy Hield,PHI,2024,4,51,11.4,-1.3,0.0
Haywood Highsmith,MIA,2024,5,126,3.4,-6.4,-0.1
Jrue Holiday,BOS,2024,19,720,15.4,2.8,0.9
Justin Holiday,DEN,2024,12,150,5.3,-3.9,-0.1
Chet Holmgren,OKC,2024,10,345,16.4,2.1,0.4
Al Horford,BOS,2024,19,575,15.0,3.1,0.7
Caleb Houstan,ORL,2024,3,14,9.9,1.9,0.0
Jett Howard,ORL,2024,2,10,9.0,-1.2,0.0
Bones Hyland,LAC,2024,3,12,34.0,16.3,0.1
Joe Ingles,ORL,2024,7,68,12.1,2.6,0.1
Brandon Ingram,NOP,2024,4,145,9.1,-1.3,0.0
Kyrie Irving,DAL,2024,22,879,16.6,2.4,1.0
Jonathan Isaac,ORL,2024,7,147,13.6,2.6,0.2
Andre Jackson Jr.,MIL,2024,5,60,14.2,2.5,0.1
Isaiah Jackson,IND,2024,15,154,18.1,-1.2,0.0
Reggie Jackson,DEN,2024,12,117,5.1,-7.0,-0.1
LeBron James,LAL,2024,5,204,26.0,10.6,0.7
Jaime Jaquez Jr.,MIA,2024,4,123,9.8,-3.9,-0.1
DaQuan Jeffries,NYK,2024,4,20,11.8,0.5,0.0
Isaiah Joe,OKC,2024,10,173,11.5,0.9,0.1
James Johnson,IND,2024,1,1,-30.4,-51.6,0.0
Nikola JokiÄ,DEN,2024,12,482,30.0,12.8,1.8
Damian Jones,CLE,2024,2,9,5.7,-1.7,0.0
Derrick Jones Jr.,DAL,2024,22,647,11.2,0.4,0.4
Herbert Jones,NOP,2024,4,141,9.8,-0.2,0.1
DeAndre Jordan,DEN,2024,2,13,17.3,-0.3,0.0
Nikola JoviÄ,MIA,2024,5,128,15.2,3.9,0.2
Maxi Kleber,DAL,2024,13,219,7.7,-0.3,0.1
Luke Kornet,BOS,2024,13,133,17.5,1.7,0.1
A.J. Lawson,DAL,2024,10,30,11.1,0.1,0.0
Kawhi Leonard,LAC,2024,2,59,14.3,2.6,0.1
Caris LeVert,CLE,2024,11,278,11.9,-1.0,0.1
E.J. Liddell,NOP,2024,1,3,4.2,-3.1,0.0
Damian Lillard,MIL,2024,4,156,24.8,7.3,0.4
Nassir Little,PHO,2024,4,14,13.4,-0.2,0.0
Dereck Lively II,DAL,2024,21,462,19.3,3.2,0.6
Chris Livingston,MIL,2024,2,6,3.3,-9.3,0.0
Brook Lopez,MIL,2024,6,200,18.2,1.4,0.2
Kevin Love,MIA,2024,5,32,11.6,0.4,0.0
Kyle Lowry,PHI,2024,6,175,11.4,0.6,0.1
Terance Mann,LAC,2024,6,187,10.4,-1.2,0.0
Naji Marshall,NOP,2024,4,84,13.9,3.7,0.1
Caleb Martin,MIA,2024,5,176,10.6,-0.9,0.0
Tyrese Maxey,PHI,2024,6,267,20.7,5.0,0.5
Miles McBride,NYK,2024,13,347,11.2,-1.6,0.0
CJ McCollum,NOP,2024,4,148,9.9,0.2,0.1
T.J. McConnell,IND,2024,17,348,20.0,1.7,0.3
Jaden McDaniels,MIN,2024,16,537,13.1,1.6,0.5
Doug McDermott,IND,2024,10,64,8.6,0.5,0.0
Jordan McLaughlin,MIN,2024,6,30,-5.8,-16.3,-0.1
De'Anthony Melton,PHI,2024,1,7,-7.3,-13.9,0.0
Sam Merrill,CLE,2024,10,125,8.0,-2.6,0.0
Khris Middleton,MIL,2024,6,230,20.4,0.5,0.1
Leonard Miller,MIN,2024,3,7,5.6,-9.3,0.0
Patty Mills,MIA,2024,3,52,7.7,-2.1,0.0
Shake Milton,NYK,2024,4,22,3.9,-6.8,0.0
Josh Minott,MIN,2024,5,18,7.2,-2.3,0.0
Donovan Mitchell,CLE,2024,10,382,22.2,7.2,0.9
Evan Mobley,CLE,2024,12,422,18.9,3.3,0.6
Wendell Moore Jr.,MIN,2024,6,18,9.3,-1.4,0.0
Marcus Morris,CLE,2024,9,138,11.7,-0.1,0.1
Markieff Morris,DAL,2024,1,12,-4.2,-12.9,0.0
Monte Morris,MIN,2024,9,67,6.6,-5.7,-0.1
Trey Murphy III,NOP,2024,4,168,7.7,-0.4,0.1
Jamal Murray,DEN,2024,12,462,12.2,-1.4,0.1
Svi Mykhailiuk,BOS,2024,8,32,-0.2,-9.5,-0.1
Larry Nance Jr.,NOP,2024,4,84,15.9,1.7,0.1
Andrew Nembhard,IND,2024,17,554,16.6,1.2,0.5
Aaron Nesmith,IND,2024,17,559,9.6,-3.2,-0.2
Georges Niang,CLE,2024,10,121,-1.1,-10.8,-0.3
Zeke Nnaji,DEN,2024,3,14,9.9,-5.2,0.0
Jusuf NurkiÄ,PHO,2024,4,104,16.7,1.7,0.1
Royce O'Neale,PHO,2024,4,104,5.1,-5.5,-0.1
Chuma Okeke,ORL,2024,2,10,23.9,13.4,0.0
Josh Okogie,PHO,2024,4,29,12.5,-3.6,0.0
Isaac Okoro,CLE,2024,12,263,5.4,-4.2,-0.1
Kelly Oubre Jr.,PHI,2024,6,224,12.5,0.8,0.2
Cameron Payne,PHI,2024,5,61,12.7,1.6,0.1
Jalen Pickett,DEN,2024,3,11,17.0,7.2,0.0
Mason Plumlee,LAC,2024,6,66,12.1,-2.4,0.0
Michael Porter Jr.,DEN,2024,12,443,13.1,0.6,0.3
Bobby Portis,MIL,2024,6,187,16.3,-3.4,-0.1
Kristaps PorziÅÄ£is,BOS,2024,7,165,19.6,4.6,0.3
Dwight Powell,DAL,2024,13,44,5.1,-6.0,0.0
Norman Powell,LAC,2024,6,179,9.1,-2.6,0.0
Taurean Prince,LAL,2024,5,111,9.5,-1.5,0.0
Payton Pritchard,BOS,2024,19,355,10.9,-1.5,0.0
Olivier-Maxence Prosper,DAL,2024,3,9,-1.1,-6.6,0.0
Neemias Queta,BOS,2024,3,13,17.4,0.5,0.0
Austin Reaves,LAL,2024,5,174,18.0,3.8,0.3
Paul Reed,PHI,2024,6,43,13.2,-4.3,0.0
Naz Reid,MIN,2024,16,361,14.4,0.8,0.3
Duncan Robinson,MIA,2024,5,60,1.7,-9.7,-0.1
Mitchell Robinson,NYK,2024,6,115,15.5,0.0,0.1
Orlando Robinson,MIA,2024,1,2,2.3,2.0,0.0
Jeremiah Robinson-Earl,NOP,2024,1,5,14.0,-0.1,0.0
David Roddy,PHO,2024,2,3,0.0,-4.0,0.0
D'Angelo Russell,LAL,2024,5,185,8.8,-3.3,-0.1
Matt Ryan,NOP,2024,1,3,-9.1,-13.3,0.0
Ben Sheppard,IND,2024,17,335,8.3,-2.5,0.0
Pascal Siakam,IND,2024,17,603,20.7,2.3,0.7
Jericho Sims,NYK,2024,5,27,23.0,6.7,0.1
Jalen Smith,IND,2024,7,42,12.5,-4.4,0.0
Jaden Springer,BOS,2024,4,22,4.9,-3.9,0.0
Julian Strawther,DEN,2024,3,16,4.3,-6.2,0.0
Max Strus,CLE,2024,12,434,8.1,-1.9,0.0
Jalen Suggs,ORL,2024,7,232,12.6,1.5,0.2
Jayson Tatum,BOS,2024,19,768,20.1,3.7,1.1
Daniel Theis,LAC,2024,1,4,35.8,21.0,0.0
Isaiah Thomas,PHO,2024,1,4,-33.0,-43.7,0.0
Tristan Thompson,CLE,2024,10,87,12.5,0.5,0.1
Xavier Tillman Sr.,BOS,2024,8,69,11.2,0.6,0.0
Obi Toppin,IND,2024,17,343,18.5,2.6,0.4
Karl-Anthony Towns,MIN,2024,16,522,19.2,2.8,0.6
P.J. Tucker,LAC,2024,2,31,8.3,-3.6,0.0
Myles Turner,IND,2024,17,550,17.5,1.8,0.5
Hunter Tyson,DEN,2024,3,14,-6.8,-16.5,-0.1
Jonas ValanÄiÅ«nas,NOP,2024,4,90,23.6,3.2,0.1
Gabe Vincent,LAL,2024,5,69,-0.4,-8.3,-0.1
Dean Wade,CLE,2024,3,63,5.3,-3.1,0.0
Franz Wagner,ORL,2024,7,259,17.7,4.9,0.5
Moritz Wagner,ORL,2024,7,105,12.4,-2.5,0.0
Jarace Walker,IND,2024,9,31,0.6,-10.9,-0.1
Cason Wallace,OKC,2024,10,198,7.6,-1.4,0.0
Jordan Walsh,BOS,2024,3,11,2.2,-8.6,0.0
T.J. Warren,MIN,2024,3,11,4.1,-4.6,0.0
P.J. Washington,DAL,2024,22,785,11.3,0.1,0.4
Lindy Waters III,OKC,2024,3,9,-3.0,-12.0,0.0
Peyton Watson,DEN,2024,10,90,3.1,-6.6,-0.1
Russell Westbrook,LAC,2024,6,114,5.2,-5.7,-0.1
Derrick White,BOS,2024,19,676,18.3,5.3,1.3
Aaron Wiggins,OKC,2024,10,157,14.9,2.2,0.2
Jalen Williams,OKC,2024,10,377,17.8,3.8,0.6
Jaylin Williams,OKC,2024,10,127,16.5,6.5,0.3
Kenrich Williams,OKC,2024,7,32,4.6,-4.7,0.0
Delon Wright,MIA,2024,4,107,15.5,3.9,0.2
Thaddeus Young,PHO,2024,1,4,0.0,-6.3,0.0
Ivica Zubac,LAC,2024,6,192,19.6,1.4,0.2
